ONET_SOC_CODE,TASK_ID,TASK,TASK_TYPE,TASK_CLASSIFICATION,TASK_CLASSIFICATION_SCORE
17-2199.11,16572,"Create electrical single-line diagrams, panel schedules, or connection diagrams for solar electric systems, using computer-aided design (CAD) software.",Core,remote,0.8805126547813416
17-2199.11,16569,Perform computer simulation of solar photovoltaic (PV) generation system performance or energy production to optimize efficiency.,Core,remote,0.9245874285697937
17-2199.11,16564,Review specifications and recommend engineering or manufacturing changes to achieve solar design objectives.,Core,remote,0.8319972157478333
17-2199.11,16570,"Develop design specifications and functional requirements for residential, commercial, or industrial solar energy systems or components.",Core,remote,0.7579841613769531
17-2199.11,16566,Develop standard operation procedures and quality or safety standards for solar installation work.,Core,remote,0.7042715549468994
17-2199.11,16573,Create checklists for review or inspection of completed solar installation projects.,Core,remote,0.8830340504646301
17-2199.11,16565,"Perform thermal, stress, or cost reduction analyses for solar systems.",Core,remote,0.9029712080955505
17-2199.11,16563,Test or evaluate photovoltaic (PV) cells or modules.,Supplemental,remote,0.8810155987739563
17-2199.11,16567,Design or develop vacuum tube collector systems for solar applications.,Supplemental,remote,0.6636511087417603
17-3011.00,21917,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.",Core,non-remote,0.580261766910553
17-3011.00,21918,"Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes.",Core,remote,0.7238126993179321
17-3011.00,21919,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.",Core,remote,0.7308728098869324
17-3011.00,21920,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",Core,remote,0.7853031158447266
17-3011.00,21921,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.",Core,remote,0.7625702619552612
17-3011.00,21922,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",Core,remote,0.9043971300125122
17-3011.00,21923,"Supervise and train other technologists, technicians, and drafters.",Core,remote,0.8964843153953552
17-3011.00,21924,"Determine the order of work and method of presentation, such as orthographic or isometric drawing.",Core,remote,0.8511128425598145
17-3011.00,21925,"Finish and duplicate drawings and documentation packages according to required mediums and specifications for reproduction, using blueprinting, photography, or other duplicating methods.",Core,remote,0.8125815391540527
17-3011.00,21926,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",Core,remote,0.6889526844024658
17-3011.00,21927,"Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports.",Core,remote,0.8147397041320801
17-3011.00,21928,Check dimensions of materials to be used and assign numbers to lists of materials.,Core,remote,0.8340420722961426
17-3011.00,21929,"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",Core,remote,0.8007200360298157
17-3011.00,21930,"Supervise or conduct field surveys, inspections, or technical investigations to obtain data required to revise construction drawings.",Core,non-remote,0.6208191514015198
17-3011.00,21931,Explain drawings to production or construction teams and provide adjustments as necessary.,Core,remote,0.9275744557380676
17-3011.00,21932,"Obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",Core,non-remote,0.8116828799247742
17-3011.00,21933,"Determine quality, cost, strength, and quantity of required materials, and enter figures on materials lists.",Core,remote,0.8575156927108765
17-3011.00,21934,Locate and identify symbols on topographical surveys to denote geological and geophysical formations or oil field installations.,Core,remote,0.7582270503044128
17-3011.00,21935,Create freehand drawings and lettering to accompany drawings.,Core,remote,0.8339218497276306
17-3011.00,21936,Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.,Core,remote,0.8574802875518799
17-3011.00,21937,Prepare colored drawings of landscape and interior designs for presentation to client.,Core,remote,0.7318575382232666
17-3011.00,21938,"Calculate weights, volumes, and stress factors and their implications for technical aspects of designs.",Core,remote,0.8631137609481812
17-3011.00,21939,"Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination.",Supplemental,remote,0.8848028779029846
17-3011.00,21940,"Reproduce drawings on copy machines or trace copies of plans and drawings, using transparent paper or cloth, ink, pencil, and standard drafting instruments.",Supplemental,remote,0.7964043617248535
17-3011.00,21941,"Calculate heat loss and gain of buildings and structures to determine required equipment specifications, following standard procedures.",Supplemental,remote,0.8070287704467773
17-3011.00,21942,"Prepare cost estimates, contracts, bidding documents, and technical reports for specific projects under an architect's or engineer's supervision.",,non-remote,0.5830283164978027
17-3011.00,21943,"Represent architect or engineer on construction site, ensuring builder compliance with design specifications and advising on design corrections, under supervision.",,non-remote,0.9416245818138123
17-3011.00,21944,"Review rough sketches, drawings, specifications, and other engineering data to ensure that they conform to design concepts.",,remote,0.8333472609519958
17-3012.00,21951,"Draft detail and assembly drawings of design components, circuitry or printed circuit boards, using computer-assisted equipment or standard drafting techniques and devices.",Core,remote,0.8934820890426636
17-3012.00,21945,"Draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",Core,remote,0.6827695965766907
17-3012.00,21946,Assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,Core,remote,0.8225780129432678
17-3012.00,21948,Review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,Core,remote,0.7997105717658997
17-3012.00,21947,"Consult with engineers to discuss or interpret design concepts, or determine requirements of detailed working drawings.",Core,remote,0.8887549042701721
17-3012.00,21950,Confer with engineering staff and other personnel to resolve problems.,Core,remote,0.9054376482963562
17-3012.00,21952,"Measure factors that affect installation and arrangement of equipment, such as distances to be spanned by wire and cable.",Core,remote,0.6329587697982788
17-3012.00,21954,"Design electrical systems, such as lighting systems.",Core,remote,0.790351390838623
17-3012.00,21955,Draw master sketches to scale showing relation of proposed installations to existing facilities and exact specifications and dimensions.,Core,remote,0.586932361125946
17-3012.00,21958,Review work orders or procedural manuals and confer with vendors or design staff to resolve problems or modify design.,Core,remote,0.8573033213615417
